"Gene name"	"score"	"pval"
"C22orf29"	-0.539	0.049
"C2orf85"	-0.443	0.027
"C3orf39"	-0.589	0.046
"C5orf35"	-0.219	0.019
"C5orf36"	-0.143	0.024
"C8orf37"	-0.246	0.029
"C9orf30"	-0.855	0.035
"C9orf93"	-0.145	0.007
"CACNB3"	-0.434	0.013
"CALCRL"	-0.46	0.025
"CALHM1"	-0.385	0.031
"CALM2"	-0.527	0.037
"CALR"	-1.14	0.035
"CAPN5"	-0.379	0.01
"CC2D1A"	-0.242	0.029
"CCAR1"	-0.0699	0.045
"CCDC112"	-0.268	0.048
"CCDC99"	-0.353	0.042
"CCNB3"	-0.635	0.001
"CCNJ"	-0.166	0.007
"CCR8"	-0.288	0.005
"CD151"	-0.336	0
"CD160"	-0.183	0.012
"CD68"	-0.0608	0.044
"CD84"	-0.0856	0.048
"CDC5L"	-0.568	0.04
"CDH1"	-0.207	0.035
"CDIPT"	-0.267	0.041
"CDK11B"	-0.968	0.013
"CDK12"	-0.788	0.004
"CDK17"	-0.495	0.007
"CDK18"	-0.265	0.026
"CDK8"	-0.203	0.011
"CDKL5"	-0.222	0.001
"CDR2"	-0.542	0.035
"CEBPE"	-0.143	0.005
"CECR5"	-0.247	0
"CEND1"	-0.721	0.003
"CEP70"	-0.288	0.004
"CER1"	-0.345	0.035
"CHD1"	-0.444	0.038
"CHD4"	-0.682	0.018
"CHEK1"	-1.05	0.031
"CHMP2A"	-0.508	0.014
"CHTF18"	-0.128	0.023
"CIRH1A"	-0.6	0.002
"CKAP5"	-0.625	0.031
"CLK3"	-0.467	0.007
"CLPS"	-0.0622	0.039
"CLUL1"	-0.335	0.001
"CMPK1"	-0.379	0.014
"CMTM3"	-0.55	0.022
"CMTM4"	-0.53	0.041
"CNIH"	-0.347	0.049
"CNN2"	-0.237	0.014
"CNOT8"	-0.605	0.014
"COL11A2"	-0.539	0.011
"COL1A2"	-0.95	0.011
"COL24A1"	-0.185	0.012
"COL3A1"	-0.345	0.021
"COL9A2"	-0.166	0.012
"COPA"	-0.246	0.002
"COPB1"	-1.25	0
"COPB2"	-0.67	0.014
"COPZ1"	-1.04	0
"CORO1C"	-0.011	0.013
"CORO6"	-0.241	0.048
"COX6B1"	-0.174	0.034
"COX7A2P2"	-0.431	0.012
"CPSF6"	-0.326	0.035
"CPXCR1"	-0.831	0
"CRTAM"	-0.605	0.024
"CRY1"	-0.129	0.038
"CRYAB"	-0.603	0.03
"CRYZ"	-0.43	0.043
"CSE1L"	-0.457	0.003
"CTSA"	-0.57	0.025
"CXADR"	-0.637	0.023
"CYBASC3"	-0.561	0.002
"CYorf15A"	-0.514	0.011
"CYorf15B"	-0.233	0.048
"CYP11B2"	-0.27	0.045
"CYP21A2"	-0.471	0.014
"CYP27C1"	-0.674	0.015
"DAPK1"	-0.834	0.026
"DARS"	-0.26	0.011
"DCAF16"	-0.31	0.044
"DCTN3"	-0.214	0.041
"DCXR"	-0.206	0.018
"DDAH2"	-0.0728	0.041
"DDB2"	-0.384	0
"DDHD2"	-0.39	0.026
"DDR1"	-0.643	0.008
"DDR2"	-0.564	0.016
"DDX18"	-0.513	0.01
"DDX21"	-0.655	0.001
"DDX39"	-0.128	0.05
"DDX41"	-0.553	0.034
"DDX46"	-0.651	0.016
"DDX51"	-0.49	0.003
"DDX54"	-0.408	0.008
"DDX56"	-0.366	0.02
"DDX59"	-0.459	0.008
"DEFA4"	-0.293	0.006
"DHX36"	-0.302	0.036
"DHX8"	-0.1	0.042
"DIAPH1"	-0.213	0.031
"DLC1"	-0.498	0.023
"DMRT3"	-0.176	0.049
"DNAJA1"	-0.19	0.005
"DNAJB1"	-0.237	0.019
"DNMT1"	-0.403	0.018
"DOPEY1"	-0.708	0.008
"DRD4"	-0.262	0.024
"DSTN"	-0.26	0.031
"DULLARD"	-0.404	0.009
"DUOXA2"	-0.327	0.021
"DUSP16"	-0.489	0.008
"DUSP7"	-0.307	0.027
"DYNLT3"	-0.332	0.013
"EBP"	-0.498	0.011
"ECEL1"	-0.147	0.027
"ECT2"	-0.897	0.027
"EDN1"	-0.416	0.032
"EEF2"	-0.998	0.002
"EFTUD2"	-0.399	0.004
"EHD1"	-0.132	0.045
"EIF2B4"	-0.652	0.035
"EIF3A"	-0.862	0.013
"EIF3B"	-1.01	0.004
"EIF3G"	-0.712	0.014
"EIF3I"	-0.594	0
"EIF4A3"	-0.875	0
"EIF5B"	-1.29	0
"EIF6"	-0.582	0.023
"ELAC1"	-0.387	0.008
"EMILIN1"	-0.486	0.011
"ENPP6"	-0.208	0.01
"EPS8"	-0.634	0.021
"ERBB2IP"	-0.502	0.011
"ERF"	-0.913	0.004
"ERH"	-0.618	0.042
"ETF1"	-0.481	0.036
"ETHE1"	-0.349	0.007
"ETNK2"	-0.468	0.033
"ETV5"	-0.312	0.013
"EVX2"	-1.27	0.024
"EXOSC10"	-0.859	0.002
"EYA1"	-1.15	0.013
"FAM113B"	-0.144	0.049
"FAM134C"	-0.425	0
"FAM136A"	-0.145	0.035
"FAM13B"	-0.276	0.002
"FAM167A"	-0.45	0.012
"FAM186B"	-0.285	0.037
"FAM45B"	-0.122	0.049
"FBLN1"	-0.315	0.011
"FBLN5"	-0.185	0.032
"FBXO31"	-0.305	0.013
"FBXO34"	-0.408	0.004
"FBXO4"	-0.315	0.031
"FBXO8"	-0.521	0.046
"FBXO9"	-1.04	0.026
"FBXW4P1"	-0.766	0.01
"FCRL3"	-0.437	0.027
"FDFT1"	-0.478	0.01
"FGF13"	-0.261	0.034
"FGF8"	-0.451	0.046
"FGFR1"	-0.266	0.023
"FLT4"	-0.354	0.045
"FN3K"	-0.366	0.043
"FNDC7"	-0.582	0.017
"FOXB1"	-0.237	0.037
"FOXC1"	-0.493	0.049
"FOXN4"	-0.254	0.026
"FRMD1"	-0.272	0.044
"FTSJ3"	-0.808	0.002
"FUT3"	-0.0264	0.049
"FUT8"	-0.459	0.014
"FZD10"	-0.312	0.039
"G2E3"	-0.228	0.023
"GABRA2"	-0.298	0.015
"GABRB1"	-0.418	0.023
"GABRB2"	-0.313	0.013
"GALNTL1"	-0.0667	0.019
"GALNTL4"	-0.637	0.001
"GALR1"	-0.518	0.028
"GAR1"	-0.266	0.02
"GDF9"	-0.421	0.013
"GGA3"	-0.327	0
"GIMAP5"	-0.452	0.002
"GINS2"	-0.505	0.046
"GJA8"	-0.38	0.021
"GK2"	-0.011	0.04
"GK5"	-1.05	0.011
"GLIPR1L2"	-0.686	0.013
"GLRA1"	-0.119	0.018
"GLYCTK"	-0.567	0.023
"GM2A"	-0.493	0.003
"GNAT2"	-0.126	0.014
"GNG12"	-0.605	0.018
"GNG4"	-0.393	0.011
"GOLT1B"	-0.352	0.05
"GPC6"	-0.625	0.008
"GPR110"	-0.733	0.02
"GPR112"	-0.458	0.031
"GPR171"	-0.764	0.047
"GPR44"	-0.483	0.014
"GPR88"	-0.41	0.008
"GPRC5B"	-0.435	0.016
"GPS1"	-0.316	0.003
"GRAP2"	-0.151	0.031
"GRB2"	-0.236	0.041
"GRM2"	-0.0716	0.013
"HBD"	-0.0683	0.035
"HBG1"	-0.0898	0.034
"HGF"	-0.336	0.028
"HINT3"	-0.719	0.017
"HIST1H1B"	-0.112	0.014
"HIST1H2AG"	-0.0627	0.004
"HLA-DPB1"	-0.538	0.006
"HLA-DQB2"	-0.54	0.002
"HLA-DRB5"	-0.633	0
"HNRNPC"	-0.889	0
"HNRNPK"	-0.516	0.027
"HNRNPM"	-0.476	0.001
"HNRNPU"	-0.752	0.03
"HOMER3"	-0.276	0.027
"HP"	-0.673	0.002
"HSPG2"	-0.623	0.047
"HTR2B"	-0.417	0.017
"HTR3B"	-0.342	0.05
"ICAM4"	-0.216	0.032
"ICK"	-0.716	0.008
"IFIT1L"	-0.191	0.032
"IGFBP2"	-0.493	0.014
"IGFBP7"	-0.908	0.036
"IGFBPL1"	-0.413	0.039
"IGSF8"	-0.266	0.021
"IL10RB"	-0.378	0.013
"ILKAP"	-0.273	0.036
"INCENP"	-0.292	0.008
"INTS4L1"	-0.686	0.013
"IPO5"	-0.466	0.022
"IQCC"	-0.274	0.047
"IRS4"	-0.4	0.017
"ISCU"	-0.364	0.027
"ISG20"	-0.389	0.008
"ITGAV"	-0.674	0.04
"ITSN1"	-0.422	0.028
"JAK3"	-0.209	0.019
"JAKMIP3"	-0.0738	0.043
"JAZF1"	-0.373	0.027
"KANK3"	-0.433	0.004
"KARS"	-1.05	0.007
"KAT2A"	-0.246	0.007
"KCNV2"	-0.136	0.042
"KIAA0195"	-0.517	0.043
"KIAA0427"	-0.0503	0.049
"KIF18A"	-0.551	0.035
"KIF23"	-0.179	0.031
"KLHL14"	-0.461	0.041
"KLK15"	-0.187	0.002
"KLRC3"	-0.501	0.043
"KPNB1"	-0.826	0.004
"KRR1"	-0.683	0.002
"KRT24"	-0.269	0.038
"KRT28"	-0.322	0.019
"KRT77"	-0.317	0.023
"KSR1"	-0.205	0.012
"LANCL1"	-0.464	0
"LANCL2"	-0.279	0.021
"LCN10"	-0.426	0.026
"LEPR"	-0.211	0.015
"LETM2"	-0.397	0.018
"LHX8"	-0.12	0.01
"LIG1"	-0.552	0.002
"LMBR1L"	-0.221	0.008
"LMLN"	-0.298	0.018
"LPAR4"	-0.426	0.031
"LPAR6"	-0.103	0.027
"LPHN1"	-0.526	0.017
"LPIN1"	-0.126	0.016
"LPL"	-0.481	0.032
"LRRC40"	-0.364	0.011
"LRRN1"	-0.292	0.046
"LSM5"	-0.886	0.013
"LSM6"	-0.585	0.014
"LUC7L3"	-0.573	0.031
"LY6K"	-0.226	0.015
"MAD2L1"	-0.413	0.041
"MAK"	-0.685	0.047
"MAP3K5"	-0.452	0.037
"MAP4K3"	-0.629	0.004
"MAPK3"	-0.602	0.036
"MARK3"	-0.292	0.034
"MASP2"	-0.584	0.028
"MB"	-0.397	0.024
"MCEE"	-1.22	0.023
"MCM6"	-0.309	0.003
"MCOLN2"	-0.526	0.018
"MED14"	-0.35	0.005
"MED28"	-0.357	0.045
"MED30"	-0.486	0.011
"MEIS1"	-0.267	0.024
"MEP1A"	-0.259	0.004
"METTL4"	-0.516	0.045
"MGAT1"	-0.203	0.035
"MGAT4C"	-0.226	0.002
"MGAT5B"	-0.459	0.022
"MGLL"	-0.171	0.046
"MLL5"	-0.491	0.045
"MMP19"	-0.0551	0.03
"MMP25"	-0.173	0.004
"MMP27"	-0.448	0.042
"MMP3"	-0.345	0.04
"MOGAT2"	-0.197	0.038
"MPL"	-0.721	0.008
"MPPED1"	-0.859	0.008
"MRPL37"	-0.429	0.045
"MS4A7"	-0.434	0.013
"MTHFD1L"	-0.15	0.046
"MTMR1"	-0.355	0.019
"MTNR1A"	-0.191	0.03
"MUC7"	-0.414	0.043
"MYBL2"	-0.413	0.006
"MYBPHL"	-0.38	0.045
"MYO3B"	-0.59	0.002
"NAA38"	-0.604	0.043
"NAB2"	-0.131	0.047
"NACAP1"	-0.558	0.031
"NAPA"	-0.412	0.049
"NARS"	-0.231	0.009
"NAT2"	-0.155	0.017
"NCOR2"	-0.563	0.02
"NEDD8"	-0.574	0.002
"NEFL"	-0.869	0
"NEU3"	-0.253	0.012
"NFXL1"	-0.12	0.015
"NHP2L1"	-0.504	0.008
"NIPAL2"	-0.339	0.047
"NKX2-2"	-0.334	0.05
"NKX2-3"	-0.294	0.042
"NKX6-2"	-0.122	0.023
"NLN"	-0.477	0.022
"NMBR"	-0.399	0.003
"NNMT"	-0.199	0.032
"NPHS1"	-0.518	0.043
"NPIP"	-0.363	0.009
"NPPA"	-0.201	0.047
"NPR1"	-0.65	0.034
"NR2F6"	-0.0121	0.036
"NSA2"	-0.177	0.048
"NUDT4"	-0.485	0.041
"NUDT8"	-0.235	0.015
"NUF2"	-0.547	0.017
"NUP133"	-0.616	0.031
"NUP205"	-0.488	0.001
"NUP210L"	-0.448	0.007
"NUP93"	-0.751	0.011
"NUP98"	-0.794	0.017
"NUPL2"	-0.371	0.014
"NUS1"	-0.647	0.012
"NXT1"	-0.33	0.023
"OBSCN"	-0.214	0.008
"OPTN"	-0.0883	0.034
"OR10J1"	-0.333	0
"OR13A1"	-0.472	0.011
"OR14A16"	-0.0237	0.013
"OR1L6"	-0.2	0.044
"OR2L13"	-0.291	0
"OR2W1"	-0.39	0.014
"OR51T1"	-0.551	0.035
"OR52L1"	-0.616	0
"ORAOV1"	-0.347	0.02
"OSBPL1A"	-0.289	0.047
"OTOR"	-0.201	0.021
"OXA1L"	-0.346	0.034
"P2RY4"	-0.506	0
"PABPN1"	-0.715	0.018
"PANK2"	-0.329	0.001
"PAPOLA"	-0.539	0.011
"PAQR6"	-0.302	0.047
"PBK"	-0.882	0.001
"PBX4"	-0.55	0.047
"PCBP1"	-0.292	0.047
"PCBP2"	-0.659	0.016
"PCCA"	-0.393	0.014
"PCDH1"	-0.25	0.011
"PCDH12"	-0.222	0.022
"PCDH15"	-0.396	0.031
"PCMT1"	-0.51	0.015
"PCNXL2"	-0.37	0.041
"PCYOX1L"	-0.00737	0.048
"PDE8A"	-0.334	0.014
"PDSS1"	-0.215	0.002
"PEX3"	-0.171	0.023
"PFKFB2"	-0.587	0
"PGLYRP4"	-0.688	0.043
"PHF5A"	-0.564	0.009
"PI4KAP2"	-0.2	0.035
"PIGN"	-0.235	0.013
"PIK3CB"	-0.21	0.035
"PJA2"	-0.441	0.027
"PLA2G2A"	-0.105	0.021
"PLA2G4D"	-0.792	0.017
"PLCG2"	-0.158	0.013
"PLK1"	-0.603	0.005
"PLOD3"	-0.351	0.019
"PLSCR2"	-0.279	0.01
"PMM1"	-0.332	0.014
"PNCK"	-0.499	0.046
"PNP"	-0.036	0.032
"PNPLA5"	-0.413	0.013
"POFUT1"	-0.289	0.01
"POLE"	-0.398	0.011
"POLR2D"	-0.893	0.01
"PPAP2A"	-0.212	0.042
"PPIH"	-0.163	0.036
"PPP1R15B"	-0.278	0.005
"PPP2CB"	-0.0411	0.002
"PPWD1"	-0.265	0.032
"PRDM12"	-0.536	0.046
"PRDM16"	-0.486	0.027
"PREB"	-0.31	0.025
"PRKAA2"	-0.305	0.048
"PRKAB2"	-0.834	0.011
"PRKCB"	-0.276	0.003
"PRMT1"	-0.288	0.047
"PRODH2"	-0.432	0.042
"PRPF18"	-0.611	0.011
"PRPF19"	-0.935	0.004
"PRPF31"	-0.715	0.01
"PRPF8"	-0.884	0.001
"PRSS21"	-0.526	0.011
"PRSS36"	-0.17	0.036
"PRTN3"	-0.516	0.007
"PSMA3"	-0.888	0.006
"PSMB2"	-1.15	0.015
"PSMC3"	-0.601	0.049
"PSMC4"	-0.263	0.003
"PSMD1"	-0.618	0.001
"PSMD12"	-0.506	0.049
"PSTPIP2"	-0.309	0.03
"PTAR1"	-0.0737	0.023
"PTEN"	-0.755	0.023
"PTGES"	-0.234	0.011
"PTP4A1"	-0.345	0.037
"PTPN18"	-8.31e-05	0.024
"PTPN2"	-0.344	0.015
"PTPN22"	-0.599	0.015
"PTPRF"	-0.261	0.04
"PTTG1"	-0.315	0.008
"PUF60"	-0.314	0.042
"RAB33A"	-0.179	0.006
"RABEP2"	-0.0369	0
"RABGEF1"	-0.201	0.017
"RAD17"	-0.887	0.015
"RALYL"	-0.536	0.009
"RAN"	-1.08	0
"RBAK"	-0.205	0.026
"RBBP4"	-0.427	0.017
"RBM17"	-0.983	0.012
"RBM28"	-0.274	0.046
"RBMX2"	-0.527	0
"RERE"	-0.0809	0.015
"REST"	-0.552	0.013
"RET"	-0.105	0.006
"RET"	-0.621	0.006
"RETSAT"	-0.292	0.011
"RGS13"	-0.939	0.011
"RIC8B"	-0.18	0.045
"RILPL2"	-0.906	0.021
"RIMS4"	-0.0712	0.042
"RNASE3"	-0.205	0.014
"RNF122"	-0.18	0.031
"RNF135"	-0.31	0.031
"RNF150"	-0.119	0.047
"RNH1"	-0.217	0.049
"ROBO3"	-0.383	0.049
"RPL17P5"	-0.211	0.045
"RPL18"	-0.779	0.023
"RPL19"	-0.601	0.016
"RPL31"	-0.776	0.035
"RPL32"	-1.07	0.007
"RPL36"	-1.01	0.017
"RPL4"	-0.835	0.004
"RPL9"	-0.851	0.006
"RPN2"	-0.407	0.05
"RPS11"	-0.925	0.049
"RPS13"	-0.937	0.006
"RPS15A"	-0.805	0.014
"RPS17"	-0.976	0.003
"RPS18"	-0.538	0.029
"RPS19"	-0.714	0.001
"RPS26"	-0.968	0.002
"RPS27"	-0.229	0.008
"RPS27A"	-1.07	0.015
"RPS28"	-0.35	0.013
"RPS29"	-0.985	0.004
"RPS4X"	-0.483	0
"RPS5"	-0.443	0.014
"RPS6"	-0.823	0.008
"RPS7"	-0.968	0.001
"RPS8"	-0.72	0.007
"RPSA"	-0.685	0.014
"RPSAP58"	-0.523	0.016
"RRM1"	-0.686	0.047
"RSBN1L"	-0.202	0.009
"RTF1"	-0.51	0.014
"RTN4RL2"	-0.489	0.041
"RUFY1"	-0.406	0.017
"RUVBL2"	-0.494	0.047
"RXFP1"	-0.504	0.031
"RYR3"	-0.109	0.008
"S1PR3"	-0.302	0.04
"SAMD4B"	-0.249	0.018
"SCLY"	-0.283	0.034
"SCN8A"	-0.242	0.047
"SCRG1"	-0.561	0.012
"SCRT1"	-0.805	0.042
"SCYL3"	-0.329	0.027
"SDAD1"	-0.333	0.018
"SEC61A1"	-0.395	0.024
"SECISBP2L"	-0.354	0.035
"SERPINA5"	-0.236	0.039
"SERPIND1"	-0.777	0.035
"SERPINI1"	-0.649	0.005
"SF3A2"	-0.749	0.013
"SF3B1"	-0.8	0.018
"SF3B2"	-0.975	0.002
"SF3B4"	-0.263	0.04
"SF3B5"	-0.583	0.013
"SFPQ"	-0.575	0.009
"SFRS1"	-0.662	0.002
"SFRS2"	-0.846	0.029
"SFRS3"	-0.299	0.048
"SH2D1A"	-0.563	0.023
"SH2D2A"	-0.272	0.035
"SHFM1"	-0.56	0.01
"SIM2"	-0.257	0.041
"SIX5"	-0.238	0.042
"SIX6"	-0.344	0.007
"SKAP1"	-0.412	0.046
"SKP1"	-0.128	0.017
"SLAMF7"	-0.23	0.047
"SLAMF9"	-0.404	0.031
"SLC10A2"	-0.307	0
"SLC12A1"	-0.199	0.04
"SLC16A14"	-0.219	0.014
"SLC22A12"	-0.19	0.013
"SLC22A3"	-0.609	0.002
"SLC2A10"	-0.339	0.004
"SLC2A11"	-0.446	0.006
"SLC30A8"	-0.541	0.014
"SLC33A1"	-0.457	0
"SLC37A3"	-0.95	0.007
"SLC44A2"	-0.308	0.002
"SLC4A8"	-0.158	0.049
"SLC7A2"	-0.787	0
"SLC8A2"	-0.0576	0.016
"SLCO2A1"	-0.488	0.039
"SLCO6A1"	-0.313	0.047
"SLTM"	-0.285	0.001
"SLU7"	-0.397	0.018
"SMU1"	-0.719	0.015
"SNRNP200"	-0.731	0
"SNRNP70"	-0.493	0.011
"SNRPA1"	-0.254	0.008
"SNRPD1"	-0.666	0.001
"SNRPD2"	-0.509	0.002
"SNRPD3"	-0.269	0.027
"SNRPE"	-0.991	0.037
"SNRPF"	-0.195	0.013
"SNRPG"	-0.733	0.001
"SOAT2"	-0.0763	0.025
"SOD2"	-0.57	0.012
"SPAG7"	-0.372	0.023
"SPARC"	-0.427	0.035
"SPDYA"	-0.321	0.004
"SPIB"	-0.343	0.042
"SPOCD1"	-0.264	0.034
"SPON1"	-0.3	0.039
"SPTLC1"	-0.272	0
"SRCAP"	-0.542	0.001
"SRGAP1"	-0.413	0.038
"SRP9"	-0.505	0.043
"SRRM2"	-0.294	0.042
"SRRT"	-0.79	0.014
"SS18L1"	-0.0824	0.041
"SSH3"	-0.39	0.045
"ST18"	-0.648	0.024
"STAG2"	-0.514	0.019
"STAT2"	-0.549	0.002
"STK17B"	-0.91	0.011
"STOML3"	-0.0519	0.045
"STX1A"	-0.221	0.01
"STX4"	-0.371	0.048
"STX6"	-0.392	0.026
"SUOX"	-0.297	0.015
"SUPT16H"	-0.197	0.042
"SUPT5H"	-0.87	0.007
"SUPT6H"	-0.422	0.042
"TAS2R10"	-0.354	0.048
"TBC1D16"	-0.329	0.002
"TBCD"	-0.67	0.014
"TBXA2R"	-0.14	0.041
"TCOF1"	-0.167	0.015
"TDO2"	-0.541	0
"TDRD3"	-0.334	0.047
"TDRD6"	-0.298	0.026
"TEKT2"	-0.486	0.013
"TFIP11"	-0.656	0.024
"TFR2"	-0.405	0.029
"THOC3"	-0.165	0.007
"THOC4"	-0.746	0.026
"THRSP"	-0.384	0.033
"TJP3"	-0.313	0.025
"TLK2"	-1.04	0.003
"TM4SF18"	-0.232	0.044
"TMEM126B"	-0.446	0.01
"TMEM147"	-0.41	0.027
"TMEM5"	-0.562	0.007
"TMPRSS11D"	-0.164	0.012
"TMPRSS8"	-0.471	0
"TMPRSS9"	-0.132	0
"TNFSF13"	-0.256	0.002
"TNKS2"	-0.337	0.036
"TOMM40"	-0.256	0.012
"TOP1"	-0.231	0.049
"TOPBP1"	-0.315	0.027
"TREML1"	-0.246	0.046
"TRIM10"	-0.494	0.029
"TRIM13"	-0.217	0.01
"TRIM4"	-0.244	0.045
"TRIM40"	-0.0981	0.01
"TRIM68"	-0.46	0.032
"TRPC1"	-0.603	0.005
"TSKS"	-0.34	0.02
"TSPAN3"	-0.431	0.026
"TSTD2"	-0.357	0.035
"TTBK2"	-0.257	0.009
"TTC12"	-0.242	0.048
"TTLL2"	-0.972	0.041
"TUBA1B"	-1.18	0.015
"TUBA1C"	-1.18	0.037
"TULP1"	-0.273	0.019
"TXNL4A"	-0.273	0.005
"TXNRD2"	-0.299	0.024
"U2AF1"	-0.621	0.018
"UBA1"	-0.513	0.027
"UBAC1"	-0.401	0.012
"UBAP2L"	-0.267	0.009
"UBB"	-0.638	0.007
"UBE2D1"	-0.581	0.013
"UBE2V2"	-0.472	0.008
"UBR5"	-0.201	0.044
"UHRF1"	-0.0319	0.043
"ULK4"	-0.0953	0.037
"UROD"	-0.359	0.042
"USP14"	-0.188	0.046
"USP39"	-0.741	0.009
"UST"	-0.397	0.001
"UXT"	-0.0908	0.03
"VCL"	-0.251	0.011
"VCP"	-0.89	0
"VDAC1"	-0.332	0.034
"VHL"	-0.168	0.023
"VIPR1"	-0.0308	0.042
"VPS4B"	-0.106	0.041
"WBP11"	-0.647	0.004
"WDR60"	-1.04	0.009
"WIF1"	-0.117	0.048
"WNK1"	-0.343	0.012
"XBP1"	-0.424	0.006
"YES1"	-0.419	0.04
"YIPF2"	-0.312	0.049
"ZAN"	-0.605	0.04
"ZBTB24"	-0.218	0.046
"ZC3H13"	-0.363	0.041
"ZCCHC9"	-0.601	0.004
"ZG16"	-0.263	0.025
"ZNF124"	-0.385	0.031
"ZNF132"	-0.2	0.016
"ZNF155"	-0.668	0.009
"ZNF174"	-0.318	0.026
"ZNF180"	-0.205	0.047
"ZNF207"	-0.561	0.003
"ZNF221"	-0.264	0.008
"ZNF286A"	-0.293	0.026
"ZNF425"	-0.231	0.041
"ZNF45"	-0.552	0.005
"ZNF471"	-0.852	0.026
"ZNF503"	-0.135	0.047
"ZNF518A"	-0.309	0.038
"ZNF519"	-0.561	0.018
"ZNF524"	-0.657	0.016
"ZNF582"	-0.211	0.043
"ZNF586"	-0.184	0.031
"ZNF660"	-0.26	0.047
"ZNF70"	-0.199	0.043
"ZNF828"	-0.18	0.013
"ZNRF2"	-0.502	0.036
