"Gene name"	"score"	"pval"
"FBXW7"	-0.0596	0.01
"FCER1G"	-0.12	0.028
"FCRL3"	-0.413	0.029
"FFAR2"	-0.112	0.031
"FGF3"	-0.17	0.046
"FGFBP1"	-0.175	0.022
"FJX1"	-0.163	0.048
"FLT4"	-0.136	0.029
"FNDC7"	-0.499	0.022
"FNTAL1"	-0.186	0.042
"FNTB"	-0.158	0.049
"FOSL1"	-0.237	0.043
"FOXA1"	-0.142	0
"FOXA3"	-0.258	0.005
"FOXF1"	-0.0908	0.031
"FOXL1"	-0.197	0.015
"FPR1"	-0.233	0.044
"FRMD4A"	-0.249	0.042
"FSHR"	-0.153	0.039
"FXYD2"	-0.298	0.041
"FYN"	-0.244	0.043
"G6PC"	-0.101	0.012
"GABRG2"	-0.0645	0.04
"GAMTP1"	-0.12	0.032
"GATAD2A"	-0.154	0.021
"GFI1B"	-0.134	0.024
"GINS2"	-0.125	0.016
"GJA10"	-0.208	0.002
"GLIPR1"	-0.132	0.033
"GLIPR1L2"	-0.228	0.022
"GLS"	-0.0925	0.028
"GLT25D2"	-0.334	0.018
"GNA11"	-0.198	0.038
"GPC6"	-0.338	0.005
"GPR110"	-0.313	0.045
"GPR112"	-0.14	0.048
"GPR6"	-0.0906	0.046
"GPRC6A"	-0.224	0.008
"GRM4"	-0.224	0.028
"GRM7"	-0.0997	0.038
"GTF3C3"	-0.213	0.049
"GTF3C5"	-0.0925	0.041
"HAUS2"	-0.161	0.01
"HBZ"	-0.205	0.015
"HDAC5"	-0.156	0.042
"HEPH"	-0.174	0.036
"HEY2"	-0.0706	0.022
"HIATL2"	-0.29	0.011
"HIST1H2AA"	-0.0575	0.049
"HIST1H2BF"	-0.15	0.021
"HLA-DQB1"	-0.209	0.042
"HMGB1"	-0.283	0.047
"HMHA1"	-0.226	0.033
"HN1L"	-0.106	0.042
"HNRNPA1"	-0.205	0.013
"HNRNPC"	-0.684	0.003
"HNRNPK"	-0.235	0.034
"HNRNPM"	-0.366	0.046
"HNRNPU"	-0.294	0.034
"HOOK2"	-0.0999	0.032
"HP"	-0.377	0.05
"HPD"	-0.0776	0.043
"HS6ST1P"	-0.0988	0.041
"HSFY2"	-0.19	0.01
"HSPA9"	-0.384	0.021
"HYAL3"	-0.181	0.029
"ID1"	-0.185	0.041
"IFIT1L"	-0.2	0.014
"IGF2BP1"	-0.352	0.026
"IGFBP2"	-0.353	0.015
"IGFBPL1"	-0.189	0.019
"IL1B"	-0.099	0.04
"IL3RA"	-0.12	0.04
"ILKAP"	-0.122	0.038
"IMP4"	-0.207	0.008
"INHA"	-0.135	0.039
"INSR"	-0.434	0.001
"INTS4"	-0.22	0.03
"INTS4L1"	-0.417	0.047
"INTS9"	-0.314	0.007
"IRS4"	-0.251	0.015
"ISG20"	-0.236	0.008
"ISY1"	-0.155	0.01
"ITGA11"	-0.134	0.036
"ITGA2"	-0.131	0.007
"ITGA3"	-0.121	0.038
"ITGAL"	-0.198	0.002
"JUN"	-0.133	0.037
"KAT2B"	-0.132	0.031
"KATNB1"	-0.228	0.033
"KCNE1"	-0.216	0.036
"KCNE3"	-0.103	0.044
"KCNJ1"	-0.124	0.05
"KCNJ5"	-0.139	0.05
"KCNN3"	-0.344	0.011
"KCTD3"	-0.132	0.032
"KDM5B"	-0.351	0.016
"KHDRBS1"	-0.0778	0.039
"KIAA0101"	-0.268	0.039
"KIAA0494"	-0.234	0.049
"KIAA1012"	-0.2	0.04
"KIF9"	-0.0198	0.008
"KIR3DL2"	-0.192	0.018
"KLHL28"	-0.303	0.033
"KLK4"	-0.0585	0.042
"KPNB1"	-0.586	0.001
"KRAS"	-0.159	0.036
"KRAS"	-0.118	0.036
"KRT10"	-0.000425	0.032
"KRT4"	-0.209	0.047
"KRT6B"	-0.212	0.046
"KRT7"	-0.194	0.026
"KRT84"	-0.0766	0.047
"LARP1"	-0.203	0.011
"LBH"	-0.127	0.048
"LCN10"	-0.157	0.004
"LCNL1"	-0.211	0.041
"LEMD2"	-0.135	0.034
"LETM1"	-0.285	0.043
"LETM2"	-0.181	0.028
"LGR4"	-0.0542	0.041
"LGR5"	-0.0647	0.024
"LIAS"	-0.38	0.03
"LIG1"	-0.309	0.028
"LILRA2"	-0.311	0.018
"LILRA3"	-0.122	0.007
"LMLN"	-0.208	0.02
"LPAR4"	-0.295	0.047
"LRRFIP1"	-0.0905	0.041
"LSM3"	-0.185	0.041
"LSM4"	-0.202	0.019
"LSM6"	-0.344	0.036
"LTA4H"	-0.0906	0.033
"LY96"	-0.244	0.007
"LYVE1"	-0.0364	0.012
"MAD2L1"	-0.386	0.042
"MANEA"	-0.118	0.039
"MAP3K10"	-0.0365	0.045
"MAP3K12"	-0.116	0.027
"MAP4K3"	-0.153	0.01
"MAPK3"	-0.162	0.024
"MAPK8IP3"	-0.134	0.027
"MASP2"	-0.174	0.047
"MCEE"	-0.207	0.019
"MCM2"	-0.345	0.015
"MCM5"	-0.11	0.023
"MCM6"	-0.0717	0.019
"MED12L"	-0.158	0.016
"METAP2"	-0.128	0.007
"METTL14"	-0.223	0.041
"METTL4"	-0.271	0.049
"MFNG"	-0.0663	0.012
"MGAT4A"	-0.0756	0.044
"MKLN1"	-0.183	0.028
"MLLT3"	-0.122	0.039
"MMADHC"	-0.234	0.038
"MMP23A"	-0.125	0.047
"MMP23B"	-0.0721	0.012
"MMP25"	-0.278	0.029
"MMP27"	-0.391	0.048
"MPP2"	-0.168	0.05
"MRGPRX2"	-0.158	0.039
"MRPS31"	-0.245	0.048
"MS4A6E"	-0.192	0.028
"MS4A7"	-0.0583	0.043
"MSX1"	-0.0808	0.007
"MTMR1"	-0.0657	0.044
"MTNR1A"	-0.318	0.029
"MUCL1"	-0.161	0.014
"MYBBP1A"	-0.0654	0.033
"MYBL2"	-0.374	0.043
"MYBPHL"	-0.351	0.021
"MYO18A"	-0.208	0.038
"MYO3B"	-0.305	0.019
"MYRIP"	-0.417	0.039
"NAB1"	-0.116	0.042
"NACA"	-0.399	0.035
"NACAP1"	-0.365	0.013
"NAPA"	-0.454	0.011
"NAPG"	-0.27	0.006
"NDUFA13"	-0.395	0.038
"NDUFAF2"	-0.14	0.011
"NDUFS7"	-0.283	0.03
"NEFL"	-0.195	0.036
"NEK10"	-0.285	0.028
"NEURL"	-0.0747	0.039
"NFYC"	-0.14	0.011
"NHP2L1"	-0.555	0.01
"NLN"	-0.122	0.03
"NNMT"	-0.174	0.041
"NPR1"	-0.151	0.007
"NRG1"	-0.252	0.023
"NRG4"	-0.232	0.044
"NRP1"	-0.254	0.02
"NT5C2"	-0.0811	0.011
"NTRK3"	-0.132	0.013
"NUDT21"	-0.442	0.01
"NUF2"	-0.533	0
"NUP133"	-0.201	0.037
"NUP205"	-0.477	0.001
"NUP93"	-0.391	0.004
"NUP98"	-0.265	0.049
"NUTF2"	-0.0902	0.024
"NXF1"	-0.318	0.013
"NXT1"	-0.228	0.022
"OPN4"	-0.307	0.017
"OR12D3"	-0.234	0.049
"OR2AK2"	-0.125	0.036
"OR4K17"	-0.15	0.044
"OR51E1"	-0.113	0.004
"OSBPL1A"	-0.222	0.02
"OSGEP"	-0.0798	0.037
"PABPN1"	-0.443	0.002
"PAX1"	-0.144	0.046
"PCBP2"	-0.237	0.029
"PCDHA13"	-0.117	0.012
"PCDHA3"	-0.288	0.017
"PCNA"	-0.176	0.022
"PDE1B"	-0.12	0.036
"PDE4A"	-0.13	0.041
"PDIA5"	-0.18	0.036
"PFDN2"	-0.131	0.036
"PFKFB4"	-0.402	0.036
"PGLYRP2"	-0.0843	0.034
"PGLYRP4"	-0.207	0.011
"PHB"	-0.267	0.002
"PHB2"	-0.292	0.044
"PHF5A"	-0.333	0.001
"PKD1L2"	-0.275	0.041
"PKN2"	-0.0926	0.034
"PLA2G2D"	-0.115	0.039
"PLA2G7"	-0.157	0.047
"PLK1"	-0.264	0.005
"PLSCR4"	-0.249	0.016
"PLXNB3"	-0.128	0.049
"PML"	-0.175	0.038
"PMM1"	-0.133	0.037
"PNPLA6"	-0.29	0.049
"POLA1"	-0.24	0.049
"POLE2"	-0.184	0.041
"POLR2A"	-0.312	0.043
"POLR2D"	-0.6	0.001
"POLR2I"	-0.291	0.002
"POLRMT"	-0.422	0.018
"POU4F3"	-0.0644	0.045
"PPP1R14B"	-0.108	0.006
"PPP1R15B"	-0.161	0.011
"PPWD1"	-0.359	0.034
"PRDM16"	-0.299	0.028
"PRDX2"	-0.265	0.047
"PREB"	-0.138	0.003
"PRKACA"	-0.092	0.002
"PRMT3"	-0.105	0.024
"PROCR"	-0.104	0.05
"PRODH2"	-0.245	0.046
"PRPF18"	-0.414	0.034
"PRPF19"	-0.268	0.034
"PRPF31"	-0.777	0.009
"PRPF38A"	-0.358	0.015
"PRSS16"	-0.147	0.043
"PRSS48"	-0.121	0.028
"PRUNE"	-0.224	0.048
"PSD3"	-0.113	0.034
"PSMA1"	-0.674	0.002
"PSMA3"	-0.446	0.007
"PSMB2"	-0.65	0
"PSMB3"	-0.413	0.002
"PSMB4"	-0.274	0.009
"PSMB8"	-0.164	0.022
"PSMC2"	-0.516	0.017
"PSMC3"	-0.393	0.018
"PSMD1"	-0.69	0
"PSMD11"	-0.498	0.001
"PSMD12"	-0.359	0.027
"PSMD6"	-0.215	0.043
"PTCD3"	-0.253	0.035
"PTCH2"	-0.284	0.045
"PTGES"	-0.0959	0.046
"PTPN22"	-0.372	0.021
"PTPRC"	-0.232	0.027
"PUF60"	-0.216	0.032
"RAB5A"	-0.297	0.041
"RABL5"	-0.149	0.05
"RALGPS2"	-0.332	0.013
"RAN"	-0.479	0.018
"RANBP2"	-0.144	0.015
"RAP1GDS1"	-0.124	0.043
"RARRES2"	-0.228	0.049
"RASL11B"	-0.372	0.026
"RBM14"	-0.089	0.038
"RBM17"	-0.415	0.004
"RBM22"	-0.123	0.046
"RBM25"	-0.175	0.015
"RBM47"	-0.258	0.018
"RBM7"	-0.129	0.012
"RBMX"	-0.176	0.02
"RCC1"	-0.0909	0.021
"RFC4"	-0.464	0.018
"RGS13"	-0.445	0.041
"RHO"	-0.124	0.03
"RHOB"	-0.172	0.036
"RHOG"	-0.103	0.041
"RILPL2"	-0.482	0.015
"RIPK2"	-0.11	0.032
"RIPK3"	-0.235	0.011
"RNASE2"	-0.193	0.048
"RNF138"	-0.275	0.021
"RPA2"	-0.311	0.038
"RPL10A"	-0.892	0.002
"RPL11"	-0.838	0
"RPL12"	-0.589	0.007
"RPL13"	-0.393	0.004
"RPL14"	-0.629	0.039
"RPL17"	-0.685	0.021
"RPL18"	-0.654	0
"RPL19"	-0.637	0.001
"RPL23"	-0.807	0
"RPL23A"	-0.783	0
"RPL24"	-0.482	0.005
"RPL26"	-0.206	0.005
"RPL27"	-0.657	0.001
"RPL27A"	-0.487	0.005
"RPL3"	-0.779	0.005
"RPL30"	-0.284	0.012
"RPL31"	-0.601	0
"RPL32"	-0.666	0.001
"RPL34"	-0.477	0.005
"RPL35"	-0.508	0.005
"RPL35A"	-0.334	0.011
"RPL36"	-0.757	0.004
"RPL37"	-0.639	0.004
"RPL37A"	-0.557	0.008
"RPL4"	-0.506	0.007
"RPL5"	-0.684	0
"RPL6"	-0.465	0.007
"RPL7"	-0.803	0.015
"RPL7A"	-0.592	0.008
"RPL9"	-0.956	0
"RPLP0"	-0.547	0.002
"RPLP1"	-0.299	0.043
"RPRD1A"	-0.368	0.03
"RPS11"	-0.572	0.003
"RPS13"	-0.86	0
"RPS14"	-0.585	0
"RPS15A"	-0.582	0
"RPS16"	-0.229	0.048
"RPS17"	-0.672	0
"RPS18"	-0.515	0.002
"RPS19"	-0.828	0
"RPS20"	-0.756	0
"RPS24"	-0.29	0.033
"RPS25"	-0.336	0.035
"RPS26"	-0.901	0
"RPS27A"	-0.664	0.003
"RPS29"	-0.552	0.007
"RPS3"	-0.565	0.004
"RPS3A"	-0.589	0.005
"RPS5"	-0.221	0.005
"RPS6"	-0.483	0.003
"RPS6KA4"	-0.132	0.017
"RPS7"	-0.722	0
"RPS8"	-0.639	0
"RPS9"	-0.539	0.004
"RPSA"	-0.653	0.005
"RPSAP58"	-0.623	0.038
"RPTOR"	-0.153	0.007
"RRM1"	-0.397	0.007
"RRS1"	-0.163	0.007
"RSL24D1"	-0.3	0.031
"RSPO4"	-0.145	0.038
"RUFY1"	-0.177	0.014
"RUFY4"	-0.0632	0.014
"RUVBL1"	-0.319	0.034
"RUVBL2"	-0.396	0.013
"SAE1"	-0.152	0.003
"SAMD7"	-0.0665	0.046
"SCLY"	-0.199	0.015
"SCRG1"	-0.364	0.036
"SDF2L1"	-0.0707	0.038
"SEC61A1"	-0.358	0.014
"SEMA5A"	-0.178	0.039
"SERPINA5"	-0.405	0.016
"SET"	-0.18	0.035
"SF3A1"	-0.654	0.002
"SF3A2"	-0.537	0.033
"SF3B1"	-0.26	0.002
"SF3B2"	-0.617	0.004
"SF3B3"	-0.212	0.004
"SF3B5"	-0.603	0.002
"SFN"	-0.296	0.049
"SFPQ"	-0.301	0.01
"SFRS1"	-0.342	0.002
"SGCD"	-0.122	0.011
"SGIP1"	-0.139	0.038
"SH2D1A"	-0.374	0.036
"SHFM1"	-0.385	0.017
"SIX5"	-0.00747	0.033
"SKIV2L2"	-0.569	0.018
"SKP1"	-0.172	0.015
"SLC12A2"	-0.269	0.028
"SLC25A20"	-0.179	0.028
"SLC26A5"	-0.206	0.043
"SLC27A5"	-0.139	0.015
"SLC2A11"	-0.333	0.029
"SLC35C1"	-0.129	0.022
"SLC35E3"	-0.114	0.001
"SLC36A1"	-0.141	0.019
"SLC38A9"	-0.182	0.018
"SLC41A2"	-0.0972	0.003
"SLC7A13"	-0.154	0.043
"SLC9A1"	-0.157	0.04
"SMARCA4"	-0.126	0.009
"SMARCA5"	-0.151	0.022
"SMARCB1"	-0.112	0.04
"SMARCC1"	-0.293	0.011
"SMARCD2"	-0.0906	0.029
"SMARCE1"	-0.208	0.039
"SMG1"	-0.595	0.004
"SNAI3"	-0.165	0.045
"SNAPC1"	-0.251	0.003
"SNRNP200"	-0.563	0.018
"SNRNP27"	-0.418	0.023
"SNRNP70"	-0.546	0.041
"SNRPD1"	-0.604	0.014
"SNRPD2"	-0.72	0.001
"SNRPD3"	-0.296	0.035
"SNRPG"	-0.356	0.004
"SNW1"	-0.185	0.015
"SOD1"	-0.452	0.017
"SON"	-0.406	0.029
"SOX13"	-0.23	0.019
"SOX6"	-0.132	0.022
"SPATS1"	-0.115	0.01
"SPIB"	-0.144	0.021
"SPTLC1"	-0.106	0.049
"SRCAP"	-0.216	0.015
"SRP54"	-0.199	0.029
"SRRM2"	-0.183	0.015
"SRRT"	-0.242	0.001
"SSBP1"	-0.157	0.021
"ST18"	-0.355	0.015
"ST8SIA6"	-0.15	0.028
"STAG2"	-0.398	0.007
"STK3"	-0.187	0.038
"STRN"	-0.116	0.03
"STX1A"	-0.326	0.042
"STX3"	-0.119	0.036
"STX4"	-0.183	0.011
"SUGT1"	-0.152	0.037
"SUPT5H"	-0.414	0.007
"SVIL"	-0.246	0.028
"SWAP70"	-0.133	0.042
"TACR3"	-0.192	0.048
"TAF2"	-0.333	0.03
"TAF4B"	-0.286	0.008
"TARDBP"	-0.103	0.034
"TAS2R10"	-0.228	0.049
"TAS2R45"	-0.169	0.043
"TBC1D25"	-0.452	0.008
"TBX19"	-0.139	0.037
"TCEA3"	-0.135	0.043
"TCP1"	-0.347	0.047
"TCP11L2"	-0.123	0.025
"TCTEX1D1"	-0.245	0.03
"TFDP1"	-0.217	0.039
"TFIP11"	-0.241	0.009
"TGFBR2"	-0.251	0.007
"THBS1"	-0.48	0.033
"THOC4"	-0.554	0.005
"THSD4"	-0.146	0.036
"TIE1"	-0.324	0.02
"TIGD2"	-0.301	0.019
"TIMM13"	-0.183	0.038
"TJP2"	-0.189	0.017
"TLK2"	-0.0386	0.007
"TLX3"	-0.181	0.024
"TM7SF2"	-0.196	0.027
"TM9SF3"	-0.234	0.045
"TMC8"	-0.0614	0.012
"TMEM126A"	-0.163	0.029
"TMEM184C"	-0.114	0.042
"TMEM195"	-0.18	0.038
"TMEM195"	-0.0154	0.038
"TMEM209"	-0.0912	0.049
"TMEM49"	-0.0888	0.02
"TMEM86B"	-0.221	0.005
"TMPRSS6"	-0.0943	0.028
"TMPRSS8"	-0.166	0.011
"TMTC4"	-0.078	0.042
"TNFRSF10A"	-0.0759	0.028
"TOP1"	-0.143	0.02
"TOPBP1"	-0.35	0.021
"TP63"	-0.176	0.042
"TRAF6"	-0.0442	0.025
"TRIM17"	-0.158	0.031
"TRIP13"	-0.165	0.019
"TRRAP"	-0.0778	0.019
"TSG101"	-0.217	0.016
"TSTD2"	-0.237	0.013
"TTC23"	-0.291	0.036
"TTL"	-0.311	0.046
"TUBA1B"	-0.464	0.002
"TUBA1C"	-0.427	0.002
"TUBA3D"	-0.218	0.028
"TUBB"	-0.231	0.002
"TUBGCP2"	-0.287	0.042
"TYK2"	-0.0409	0.019
"TYMS"	-0.307	0.05
"U2AF1"	-0.416	0.034
"UAP1L1"	-0.227	0.029
"UBA1"	-0.455	0.026
"UBA2"	-0.223	0.036
"UBA5"	-0.14	0.038
"UBAC1"	-0.207	0.025
"UBB"	-0.357	0.049
"UBC"	-0.157	0.005
"UBE2Q2P1"	-0.308	0.045
"UBE2V2"	-0.231	0.038
"UBE4B"	-0.101	0.026
"UBQLNL"	-0.204	0.031
"UGT2B17"	-0.251	0.036
"UQCRC1"	-0.24	0.039
"USP1"	-0.273	0.016
"USP39"	-0.398	0.002
"UTP15"	-0.321	0.028
"VDAC2"	-0.136	0.036
"VPS45"	-0.0911	0.05
"VTA1"	-0.159	0.035
"VTI1B"	-0.274	0.035
"VWCE"	-0.259	0.025
"WASH2P"	-0.29	0.018
"WBSCR23"	-0.0764	0.046
"WDR12"	-0.254	0.027
"WDR13"	-0.35	0.046
"WDR48"	-0.191	0.014
"WDR86"	-0.208	0.04
"WISP1"	-0.143	0.021
"XAB2"	-0.595	0.014
"XBP1"	-0.162	0.021
"XIRP1"	-0.167	0.044
"YBX1"	-0.0904	0.01
"YES1"	-0.268	0.03
"YSK4"	-0.0769	0.043
"ZBTB11"	-0.333	0.022
"ZBTB41"	-0.101	0.031
"ZBTB8OS"	-0.332	0.02
"ZCCHC2"	-0.175	0.007
"ZCCHC9"	-0.207	0.043
"ZFC3H1"	-0.209	0.041
"ZFX"	-0.221	0.04
"ZG16"	-0.147	0.032
"ZIM3"	-0.105	0.039
"ZNF143"	-0.119	0.036
"ZNF174"	-0.345	0.001
"ZNF193"	-0.189	0.046
"ZNF224"	-0.0996	0.024
"ZNF235"	-0.433	0.047
"ZNF296"	-0.163	0.021
"ZNF326"	-0.221	0.032
"ZNF445"	-0.105	0.029
"ZNF524"	-0.266	0.025
"ZNF555"	-0.171	0.036
"ZNF671"	-0.237	0.024
"ZNF687"	-0.173	0.027
"ZNRF2"	-0.34	0.046
"ZXDA"	-0.0507	0.019
