"Gene name"	"score"	"pval"
"PHB"	-1.06	0.002
"PHF16"	-0.58	0.036
"PHF21B"	-0.363	0.015
"PHF5A"	-0.787	0.021
"PIK3AP1"	-0.459	0.037
"PIK3CB"	-0.454	0.03
"PIK3R3"	-0.222	0.032
"PITRM1"	-0.67	0.027
"PIWIL1"	-0.431	0.014
"PJA2"	-0.718	0.038
"PLA2G2D"	-0.786	0.022
"PLA2G7"	-0.755	0.005
"PLB1"	-0.574	0.017
"PLCH1"	-0.418	0.034
"PLCXD1"	-0.651	0.04
"PLD5"	-0.661	0.03
"PLDN"	-0.331	0.039
"PLEKHG1"	-0.639	0.048
"PLK1"	-0.899	0.035
"PLK1S1"	-0.321	0.021
"PLOD3"	-0.265	0.049
"PLRG1"	-0.594	0.03
"PMM1"	-0.684	0.017
"POLD2"	-0.7	0.024
"POLH"	-0.468	0.039
"POLR2A"	-0.764	0.011
"POLR2D"	-1.14	0.002
"POLR2F"	-0.46	0.015
"POLR2I"	-1.15	0.001
"PON3"	-0.524	0.017
"POP7"	-0.429	0.034
"POU6F1"	-0.806	0.044
"PPA1"	-0.423	0.038
"PPP1R10"	-0.38	0.017
"PPP1R14B"	-0.985	0.021
"PPP1R15B"	-0.92	0.01
"PPP1R8"	-0.523	0.03
"PPP2R2D"	-0.365	0.047
"PPP2R5C"	-0.232	0.038
"PPP5C"	-0.558	0.048
"PPWD1"	-0.869	0.038
"PRAMEF2"	-0.381	0.045
"PRDM1"	-0.49	0.042
"PRDM12"	-0.821	0.011
"PRDM16"	-0.676	0.007
"PRDM2"	-0.329	0.025
"PRDX1"	-0.515	0.005
"PRKAA2"	-0.505	0.024
"PRKAB2"	-0.578	0.045
"PRMT7"	-0.713	0.003
"PRPF18"	-0.711	0.038
"PRPF19"	-0.89	0.007
"PRPF3"	-0.772	0.009
"PRPF31"	-0.922	0.005
"PRPF4"	-0.198	0.047
"PRPF8"	-0.833	0.005
"PRPSAP1"	-0.378	0.039
"PRSS48"	-0.835	0.012
"PRSS8"	-0.354	0.002
"PRUNE"	-1.04	0.038
"PSMA3"	-0.974	0.005
"PSMB2"	-1.27	0.03
"PSMB4"	-0.94	0.039
"PSMB8"	-0.865	0.048
"PSMC2"	-0.895	0.001
"PSMC4"	-0.705	0.03
"PSMD1"	-1.36	0.047
"PSMD11"	-1.21	0.015
"PSPC1"	-0.434	0.047
"PTCD3"	-0.355	0.008
"PTGES"	-0.132	0.014
"PTGFR"	-0.522	0.049
"PTPLAD1"	-0.497	0.016
"PTPN22"	-0.869	0.018
"PUM2"	-0.58	0.036
"RAB39B"	-0.562	0.002
"RAB3IP"	-0.682	0.01
"RAB7B"	-0.73	0.007
"RAD51"	-0.291	0.028
"RAD9B"	-0.658	0.041
"RAI1"	-0.284	0.035
"RAN"	-0.892	0.005
"RANBP1"	-0.242	0.043
"RANBP2"	-1.19	0.007
"RANGRF"	-0.785	0.015
"RAP1A"	-0.0959	0.047
"RAPSN"	-0.789	0.035
"RASL11B"	-0.858	0.028
"RASSF2"	-0.894	0.027
"RBL2"	-0.221	0.039
"RBM17"	-0.917	0.015
"RBM45"	-0.328	0.039
"RBM47"	-0.578	0.028
"RBP2"	-0.148	0.024
"RCHY1"	-0.742	0.05
"RERE"	-0.492	0.046
"REST"	-0.889	0.007
"RFC4"	-0.889	0.008
"RFTN1"	-0.669	0.03
"RGS13"	-0.951	0.018
"RGS18"	-1.09	0.015
"RGSL2"	-0.453	0.022
"RILPL2"	-0.945	0.001
"RINT1"	-0.838	0.012
"RIOK2"	-0.771	0.028
"RIPK2"	-0.815	0.038
"RNF113B"	-0.554	0.007
"RNF41"	-0.401	0.048
"RNFT1"	-0.502	0.048
"RPA2"	-0.792	0.03
"RPE65"	-0.364	0.014
"RPGRIP1"	-0.603	0.002
"RPL10"	-0.539	0.014
"RPL10A"	-1.14	0.001
"RPL11"	-1.19	0
"RPL12"	-0.861	0.018
"RPL13"	-0.845	0.007
"RPL13A"	-0.276	0.007
"RPL14"	-0.676	0.012
"RPL17"	-0.749	0.011
"RPL18"	-1.24	0.002
"RPL18A"	-0.557	0.011
"RPL19"	-0.495	0.012
"RPL21"	-0.292	0.038
"RPL23"	-1.5	0.001
"RPL23A"	-0.417	0.013
"RPL24"	-1.09	0.012
"RPL26"	-0.84	0.031
"RPL27"	-1.16	0.006
"RPL3"	-1.12	0.001
"RPL30"	-0.853	0.012
"RPL31"	-0.912	0.006
"RPL32"	-1.21	0
"RPL34"	-0.651	0.004
"RPL35"	-0.942	0.006
"RPL35A"	-0.679	0.006
"RPL36"	-1.11	0.001
"RPL37"	-1.02	0.006
"RPL37A"	-1.13	0.001
"RPL38"	-0.671	0.034
"RPL39"	-0.691	0.021
"RPL4"	-1.21	0.005
"RPL5"	-1.03	0.003
"RPL6"	-0.753	0.007
"RPL7"	-0.615	0.001
"RPL7A"	-0.714	0.007
"RPL8"	-0.326	0.03
"RPL9"	-1.32	0.001
"RPLP0"	-1.14	0.03
"RPS10"	-0.292	0.045
"RPS11"	-0.877	0.006
"RPS12"	-0.783	0.027
"RPS13"	-1.11	0.001
"RPS14"	-1.03	0.003
"RPS15A"	-1.09	0.001
"RPS17"	-0.927	0.006
"RPS18"	-0.797	0.012
"RPS19"	-1.13	0.006
"RPS20"	-1.05	0.006
"RPS24"	-0.244	0.011
"RPS26"	-1.37	0.001
"RPS27A"	-1.14	0.006
"RPS28"	-0.434	0.014
"RPS29"	-0.953	0.006
"RPS3"	-0.831	0.001
"RPS3A"	-0.936	0.013
"RPS5"	-0.521	0.011
"RPS6"	-1.14	0.001
"RPS6KA6"	-0.607	0.022
"RPS7"	-1.01	0.005
"RPS8"	-0.823	0.003
"RPS9"	-0.86	0.003
"RPSA"	-0.679	0.003
"RSL24D1"	-0.359	0.009
"RXFP1"	-0.722	0.049
"RXRG"	-0.628	0.009
"RYK"	-0.271	0.048
"S1PR3"	-0.329	0.038
"SART3"	-1.01	0.005
"SCRG1"	-0.952	0.037
"SEC14L3"	-0.456	0.028
"SENP7"	-0.438	0.035
"SERPINA12"	-0.357	0.021
"SERPINA5"	-0.898	0.015
"SERPINE1"	-0.391	0.011
"SERPINI1"	-0.476	0.04
"SET"	-0.503	0.043
"SETD4"	-0.402	0.048
"SF3A1"	-1.11	0.04
"SF3A2"	-0.817	0.034
"SF3B2"	-1.02	0.048
"SF3B3"	-1.03	0.002
"SF3B5"	-1.15	0.011
"SFN"	-0.746	0.007
"SFPQ"	-1.2	0.005
"SFRS1"	-1.16	0.013
"SFRS13B"	-0.533	0.031
"SFRS2"	-0.692	0.024
"SFRS4"	-0.67	0.015
"SFTPC"	-0.0901	0.021
"SGCD"	-0.91	0.028
"SH2D1A"	-0.541	0.004
"SH2D2A"	-0.772	0.028
"SH2D3A"	-0.395	0.05
"SHFM1"	-0.81	0.023
"SHMT1"	-0.762	0.011
"SHROOM4"	-0.926	0.002
"SIRT2"	-0.213	0.014
"SKA2"	-0.41	0.046
"SKAP1"	-1.02	0.017
"SKIV2L2"	-0.674	0.001
"SLC22A20"	-0.549	0.041
"SLC25A36"	-0.374	0.03
"SLC25A38"	-0.687	0.03
"SLC36A1"	-0.879	0.02
"SLC44A2"	-0.561	0.009
"SMARCC1"	-0.92	0.015
"SMURF2"	-0.651	0.034
"SNAI3"	-0.815	0.032
"SNAPC1"	-1.05	0.013
"SNN"	-0.569	0.034
"SNRNP200"	-0.893	0.007
"SNRNP27"	-0.844	0.028
"SNRPD1"	-0.997	0.027
"SNRPD2"	-1.11	0.001
"SNRPE"	-0.887	0.001
"SNRPG"	-0.877	0.011
"SNRPN"	-0.498	0.015
"SNTB1"	-0.678	0.045
"SNX6"	-0.855	0.038
"SOHLH2"	-0.828	0.012
"SPAG7"	-0.821	0.007
"SPATA16"	-0.412	0.048
"SPATA9"	-0.622	0.027
"SPINT2"	-0.666	0.001
"SPOCK1"	-0.475	0.012
"SRCAP"	-0.575	0.023
"SRGAP3"	-0.705	0.025
"SRPK3"	-1.11	0.007
"SRRT"	-0.949	0.027
"SS18"	-0.551	0.03
"SSR1"	-0.523	0.009
"ST18"	-0.855	0.026
"STRN"	-0.82	0.031
"STXBP3"	-0.445	0.013
"SUPT5H"	-1.09	0.001
"SVIL"	-0.848	0.048
"SYF2"	-0.727	0.011
"SYMPK"	-0.495	0.011
"SYTL1"	-0.282	0.042
"TAF4B"	-0.953	0.022
"TAS2R40"	-0.549	0.022
"TAS2R45"	-0.76	0.045
"TBC1D15"	-0.196	0.039
"TBC1D25"	-0.944	0.001
"TBC1D3C"	-0.718	0.04
"TBKBP1"	-0.334	0.017
"TBL3"	-0.077	0.032
"TBRG1"	-0.841	0.031
"TCAP"	-0.483	0.01
"TCF15"	-0.571	0.021
"TDO2"	-0.622	0.021
"TDRD3"	-0.591	0.014
"TDRD4"	-0.662	0.021
"TEKT2"	-0.555	0.027
"TFCP2L1"	-0.463	0.049
"TGFBR2"	-0.965	0.007
"THOC4"	-0.909	0.025
"THOP1"	-0.853	0.014
"Thrb"	-0.591	0.032
"THSD4"	-0.806	0.048
"TIGD2"	-0.684	0.015
"TIMM8B"	-0.845	0.028
"TIMM9"	-0.579	0.042
"TLR4"	-0.495	0.021
"TM7SF2"	-0.818	0.015
"TMEM147"	-0.703	0.027
"TMEM5"	-0.561	0.036
"TMOD3"	-0.657	0.012
"TNKS"	-0.619	0.009
"TNNI2"	-0.654	0.046
"TNS4"	-0.542	0.01
"TOP1"	-0.813	0.039
"TOPBP1"	-0.536	0.036
"TP63"	-0.631	0.044
"TPH2"	-0.619	0.021
"TRAK1"	-0.681	0.04
"TRAT1"	-0.739	0.02
"TRDN"	-0.407	0.024
"TRIM41"	-0.644	0.044
"TRIM52"	-0.738	0.036
"TRO"	-0.597	0.042
"TRPM7"	-0.474	0.034
"TRPV6"	-0.652	0.002
"TSC22D4"	-0.573	0.043
"TTC17"	-0.392	0.017
"TTL"	-0.557	0.038
"TUBA1B"	-1.11	0.001
"TUBA1C"	-1.09	0.001
"TUBB"	-1.14	0.011
"TUBB2C"	-0.112	0.041
"TUBB3"	-0.622	0.048
"TUBGCP2"	-0.77	0.025
"TUBGCP3"	-0.383	0.012
"TUBGCP4"	-0.667	0.009
"TXK"	-0.802	0.025
"TYMS"	-0.811	0.005
"U2AF1"	-1.07	0.001
"U2AF2"	-0.723	0.001
"UAP1L1"	-0.547	0.002
"UBA1"	-0.963	0.03
"UBA6"	-0.786	0.049
"UBAC1"	-0.693	0.042
"UBAP2L"	-0.532	0.021
"UBB"	-1	0.01
"UBC"	-0.644	0.01
"UBE2H"	-0.556	0.037
"UBE2V2"	-0.634	0.046
"UBE3A"	-0.421	0.032
"UBL4A"	-0.69	0.05
"UBL5"	-0.167	0.042
"UBQLN2"	-0.629	0.02
"UBR1"	-0.591	0.03
"UNCX"	-0.148	0.02
"UQCR11"	-0.675	0.034
"USP39"	-1.06	0.013
"USP7"	-0.384	0.016
"UTP3"	-0.231	0.034
"UXT"	-0.184	0.001
"VCP"	-1.55	0
"WBP11"	-0.732	0.028
"WDR27"	-0.611	0.017
"WDR54"	-0.626	0.011
"WDR60"	-0.813	0.024
"WDR77"	-0.722	0.042
"WFDC8"	-0.712	0.02
"WHSC2"	-0.522	0.013
"WRAP53"	-0.305	0.018
"XAGE5"	-0.675	0.005
"XBP1"	-0.823	0.018
"XCL1"	-0.589	0.039
"XCL2"	-0.501	0.049
"XKRY2"	-0.537	0.05
"YARS"	-0.43	0.02
"YIPF4"	-0.453	0.011
