"Gene name"	"score"	"pval"
"C2orf81"	-0.572	0.041
"C3orf24"	-0.29	0.026
"C3orf39"	-0.745	0.043
"C5orf22"	-0.467	0.048
"C6orf174"	-0.398	0.015
"C6orf57"	-0.0902	0.04
"C7orf46"	-0.436	0.028
"C8orf37"	-0.333	0.035
"C9orf30"	-0.707	0.028
"C9orf53"	-0.358	0.042
"C9orf93"	-0.547	0.012
"CACNA2D3"	-0.524	0.044
"CALHM1"	-0.331	0.02
"CALM2"	-0.472	0.043
"CARS2"	-0.629	0.011
"CAV3"	-0.175	0.013
"CBR4"	-0.459	0.01
"CBX2"	-0.388	0.028
"CCDC51"	-0.515	0.009
"CCL25"	-0.593	0.027
"CCNB3"	-0.881	0.027
"CCNK"	-0.392	0.013
"CCT3"	-0.55	0.001
"CCT5"	-0.507	0.012
"CCT6A"	-0.527	0.004
"CCT7"	-0.807	0.005
"CCT8"	-0.517	0.012
"CD96"	-0.108	0.033
"CDC20"	-0.341	0.039
"CDC23"	-0.447	0.01
"CDC27"	-0.443	0.019
"CDC5L"	-0.695	0.028
"CDCA5"	-0.477	0.039
"CDCP2"	-0.167	0.027
"CDK11B"	-0.864	0.005
"CDK12"	-0.434	0.041
"CDK17"	-0.74	0.001
"CDKL5"	-0.418	0.034
"CDKN2B"	-0.139	0.012
"CDKN2D"	-0.278	0.012
"CDX2"	-0.257	0.048
"CEBPB"	-0.455	0.005
"CEBPE"	-0.427	0.046
"CEBPG"	-0.593	0.043
"CEND1"	-0.543	0.005
"CENPC1"	-0.5	0.042
"CFB"	-0.287	0.048
"CHD4"	-0.82	0.029
"CHERP"	-0.393	0.021
"CIRBP"	-0.23	0.024
"CLTC"	-0.698	0.012
"CLUL1"	-0.491	0.024
"CLYBL"	-0.694	0.02
"CMTM3"	-0.4	0.007
"CMTM4"	-0.47	0.013
"CNOT1"	-0.196	0.012
"CNOT3"	-0.383	0.012
"COL7A1"	-0.23	0.015
"COPA"	-0.688	0.02
"COPB1"	-1.14	0.001
"COPZ1"	-0.794	0.005
"CORO1C"	-0.314	0.022
"CORO2A"	-0.609	0.041
"CORT"	-0.404	0.028
"CPSF6"	-0.195	0.041
"CPXM1"	-0.418	0.04
"CRYAA"	-0.155	0.02
"CTDP1"	-0.206	0.028
"CTNNB1"	-0.382	0.03
"CTNNBL1"	-0.267	0.037
"CTR9"	-0.319	0.013
"CTSA"	-0.484	0.043
"CUL4A"	-0.493	0.037
"CUL7"	-0.758	0.006
"CUX2"	-0.159	0.022
"CWC15"	-0.122	0.023
"CXADR"	-0.652	0.034
"CXCL12"	-0.629	0.027
"CXCR2"	-0.307	0.044
"CYCS"	-0.248	0.041
"CYorf15A"	-0.416	0.008
"CYP21A2"	-0.556	0.045
"CYP2W1"	-0.408	0.006
"DAPK1"	-0.865	0.049
"DCAF16"	-0.361	0.042
"DCLRE1A"	-0.0823	0.041
"DDB1"	-0.457	0.012
"DDR1"	-0.538	0.032
"DDX17"	-0.7	0.014
"DDX18"	-0.721	0.001
"DDX21"	-0.655	0.013
"DDX23"	-0.298	0.035
"DDX41"	-0.604	0.012
"DDX46"	-0.448	0.006
"DDX49"	-0.61	0.007
"DENR"	-0.316	0.037
"DFFB"	-0.374	0.024
"DHFR"	-0.205	0.041
"DHRS11"	-0.368	0.038
"DHX57"	-0.307	0.046
"DHX8"	-0.066	0.007
"DHX9"	-0.58	0.03
"DISP2"	-0.145	0.028
"DMRT2"	-0.269	0.029
"DNAI1"	-0.449	0.039
"DNAJA2"	-0.255	0.049
"DNAJA3"	-0.219	0.041
"DNAJC21"	-0.48	0.025
"DNASE2B"	-0.436	0.011
"DNM2"	-0.701	0.035
"DNMT1"	-0.366	0.048
"DPP7"	-0.598	0.003
"DRD2"	-0.437	0.03
"DSCR8"	-0.388	0.023
"DUOXA2"	-0.619	0.014
"DUPD1"	-0.676	0.013
"DUSP13"	-0.398	0.043
"DUX4"	-0.323	0.045
"DYNC1H1"	-0.295	0.006
"DYNC2H1"	-0.138	0.018
"DYNLL2"	-0.233	0.015
"ECM1"	-0.41	0.03
"ECT2"	-0.475	0.008
"EEF2"	-0.612	0.003
"EFTUD2"	-0.656	0.022
"EGFR"	-0.456	0.034
"EGLN3"	-0.272	0.011
"EIF1AX"	-0.684	0.028
"EIF2B3"	-0.586	0.043
"EIF2B5"	-0.408	0.035
"EIF3A"	-0.868	0.004
"EIF3B"	-0.87	0.004
"EIF3C"	-0.623	0.004
"EIF3D"	-0.761	0.001
"EIF3G"	-0.707	0.015
"EIF4A3"	-0.625	0.013
"EIF4E3"	-0.591	0.012
"EIF4G2"	-0.373	0.041
"EIF5B"	-0.931	0.006
"EIF6"	-0.843	0.039
"ELAVL1"	-0.642	0.037
"ELP3"	-0.216	0.041
"EMID2"	-0.432	0.026
"ENTPD6"	-0.405	0.028
"EP400NL"	-0.552	0.021
"EPHA5"	-0.41	0.045
"EPHB4"	-0.805	0.022
"ERAL1"	-0.104	0.047
"ERH"	-0.583	0.014
"ETF1"	-0.675	0.012
"ETS2"	-0.782	0.012
"EVX2"	-0.307	0.001
"EXOSC10"	-0.421	0.005
"EXOSC6"	-0.535	0.012
"F2RL3"	-0.288	0.042
"FAM129B"	-0.375	0.024
"FAM181A"	-0.352	0.024
"FATE1"	-0.295	0.028
"FBXL7"	-0.4	0.028
"FBXO9"	-0.61	0.01
"FCRL5"	-0.313	0.043
"FERMT1"	-0.447	0.038
"FERMT2"	-0.376	0.038
"FEV"	-0.342	0.044
"FFAR2"	-0.422	0.03
"FGF6"	-0.378	0.045
"FGFR1"	-0.485	0.043
"FGFR4"	-0.413	0.042
"FKBP8"	-0.0614	0.03
"FNDC7"	-0.57	0.023
"FRMD4A"	-0.339	0.024
"FTSJ3"	-0.561	0.006
"GABRG3"	-0.607	0.047
"GADD45B"	-0.658	0.024
"GALC"	-0.0191	0.022
"GALNTL5"	-0.467	0.018
"GAMTP1"	-0.415	0.006
"GDF9"	-0.51	0.015
"GEM"	-0.456	0.007
"GGA2"	-0.404	0.047
"GJA10"	-0.527	0.04
"GLIPR1L2"	-0.681	0.039
"GLYCTK"	-0.659	0.044
"GMEB1"	-0.438	0.05
"GMPS"	-0.395	0.007
"GNAT2"	-0.359	0.041
"GNG12"	-0.469	0.028
"GNG4"	-0.29	0.044
"GNPAT"	-0.399	0.015
"GOLT1B"	-0.274	0.023
"GPBP1"	-0.403	0.047
"GPC6"	-0.588	0.03
"GPR132"	-0.0994	0.03
"GPR135"	-0.00536	0.042
"GPR146"	-0.246	0.02
"GPR160"	-0.164	0.025
"GPR62"	-0.25	0.006
"GPR68"	-0.317	0.049
"GPS1"	-0.174	0.027
"GPX6"	-0.115	0.025
"GRIN2B"	-0.0644	0.017
"GRIN2C"	-0.515	0.028
"GRIN3A"	-0.482	0.049
"GRPEL1"	-0.445	0.028
"GRSF1"	-0.426	0.048
"GTF3C4"	-0.601	0.027
"GTPBP4"	-0.352	0.033
"H2AFV"	-0.298	0.037
"HAL"	-0.563	0.023
"HAPLN1"	-0.387	0.048
"HAUS1"	-0.172	0.043
"HAUS3"	-0.19	0.041
"HAUS6"	-0.494	0.024
"HBG1"	-0.368	0.02
"HBQ1"	-0.206	0.027
"HBZ"	-0.624	0.028
"HELB"	-0.121	0.05
"HEPACAM2"	-0.404	0.038
"HHLA2"	-0.451	0.021
"HIST1H3J"	-0.375	0.04
"HIST1H4L"	-0.457	0.016
"HIST2H2AC"	-0.509	0.014
"HIST2H4A"	-0.418	0.045
"HMGB3L1"	-0.177	0.038
"HNRNPC"	-0.772	0.001
"HNRNPH1"	-0.328	0.043
"HNRNPK"	-0.524	0
"HNRNPM"	-0.334	0.009
"HNRNPU"	-0.484	0.044
"HRASLS"	-0.303	0.003
"HRH1"	-0.565	0.048
"HRK"	-0.26	0.006
"HRSP12"	-0.382	0.03
"HSD11B1L"	-0.388	0.015
"HSPA5"	-0.276	0.024
"HSPA9"	-0.568	0.023
"HTR6"	-0.302	0.041
"IGF2BP3"	-0.47	0.013
"IGFBPL1"	-0.449	0.021
"IKZF4"	-0.303	0.032
"IL1RAPL2"	-0.273	0.037
"IL23A"	-0.356	0.04
"IL7"	-0.356	0.023
"INSR"	-0.395	0.017
"INTS4L1"	-0.363	0.017
"INTS9"	-0.714	0.034
"IPO7"	-0.407	0.046
"IQGAP1"	-0.493	0.034
"IRAK1"	-0.356	0.048
"IRS4"	-0.223	0.037
"ISCU"	-0.536	0.037
"ISG20"	-0.829	0.018
"ISY1"	-0.47	0.048
"KARS"	-0.795	0.003
"KCNC4"	-0.526	0.015
"KCNE1"	-0.423	0.02
"KCNE3"	-0.534	0.05
"KCNK3"	-0.277	0.022
"KCTD6"	-0.597	0.042
"KCTD8"	-0.392	0.046
"KDSR"	-0.356	0.021
"KIAA1199"	-0.537	0.025
"KIAA1217"	-0.536	0.024
"KIDINS220"	-0.463	0.026
"KIF19"	-0.31	0.007
"KLHL14"	-0.332	0.024
"KLHL31"	-0.544	0.011
"KPNB1"	-0.667	0.006
"KRCC1"	-0.624	0.012
"KRR1"	-0.311	0.041
"KRT17"	-0.343	0.018
"KRT6A"	-0.158	0.003
"KRT6B"	-0.296	0.038
"KRT72"	-0.126	0.043
"KRT8P11"	-0.45	0.023
"KRTAP10-10"	-0.259	0.042
"KRTAP10-9"	-0.189	0.01
"LASP1"	-0.212	0.046
"LCK"	-0.498	0.03
"LDHC"	-0.577	0.017
"LEFTY1"	-0.279	0.015
"LENEP"	-0.362	0.003
"LEO1"	-0.18	0.044
"LEPREL2"	-0.387	0.023
"LHX2"	-0.542	0.039
"LIAS"	-0.617	0.024
"LILRB5"	-0.123	0.041
"LLGL1"	-0.44	0.046
"LMAN1L"	-0.512	0.035
"LMO7"	-0.444	0.011
"LMX1B"	-0.13	0.041
"LPCAT2"	-0.497	0.02
"LRRFIP1"	-0.666	0.019
"LRRN3"	-0.513	0.012
"LSM3"	-0.536	0.012
"LSM5"	-0.422	0.012
"LSM6"	-0.853	0.017
"LTA4H"	-0.288	0.009
"LY96"	-0.617	0.028
"MAML1"	-0.461	0.012
"MAP3K7"	-0.227	0.05
"MAP4K1"	-0.473	0.048
"MAP4K2"	-0.395	0.018
"MAP9"	-0.231	0.01
"MAPKAPK5"	-0.458	0.028
"MARK1"	-0.519	0.044
"MASP2"	-0.391	0.016
"MB"	-0.46	0.012
"MBL2"	-0.495	0.025
"MCM5"	-0.537	0.038
"MDC1"	-0.427	0.043
"MDM1"	-0.354	0.042
"ME3"	-0.264	0.041
"MED14"	-0.611	0.001
"MED16"	-0.386	0.039
"METRN"	-0.0834	0.02
"METTL13"	-0.297	0.021
"METTL2A"	-0.263	0.041
"METTL4"	-0.334	0.011
"MFAP2"	-0.518	0.001
"MFAP3"	-0.282	0.012
"MGAT5B"	-0.386	0.038
"MGST2"	-0.511	0.04
"MITF"	-0.167	0.018
"MLLT6"	-0.316	0.034
"MMAA"	-0.139	0.018
"MMP9"	-0.177	0.027
"MMS19"	-0.376	0.021
"MN1"	-0.679	0.013
"MOCS2"	-0.23	0.04
"MOGAT1"	-0.621	0.001
"MPL"	-0.506	0.007
"MPPED1"	-0.45	0.042
"MRPL36"	-0.438	0.042
"MRPS18A"	-0.289	0.04
"MRPS31"	-0.639	0.02
"MS4A13"	-0.666	0.041
"MTR"	-0.282	0.046
"MTSS1"	-0.37	0.024
"MTUS1"	-0.4	0.021
"MYO3B"	-0.577	0.039
"MZF1"	-0.241	0.041
"NAB1"	-0.222	0.019
"NACA"	-0.191	0.011
"NAPA"	-0.964	0.001
"NCOR2"	-0.622	0.009
"NCR1"	-0.321	0.014
"NDUFA13"	-0.466	0.012
"NDUFAB1"	-0.394	0.012
"NDUFB11"	-0.456	0.015
"NDUFB7"	-0.182	0.043
"NDUFS1"	-0.465	0.012
"NDUFS7"	-0.518	0.012
"NECAP1"	-0.601	0.049
"NEDD8"	-0.699	0.005
"NELL1"	-0.825	0.038
"NID2"	-0.668	0.002
"NMBR"	-0.435	0.024
"NMT1"	-0.21	0.013
"NOC4L"	-0.361	0.038
"NOL4"	-0.335	0.048
"NOL6"	-0.315	0.038
"NONO"	-0.36	0.028
"NOTCH2NL"	-0.166	0.028
"NPAS4"	-0.368	0.038
"NPFFR1"	-0.403	0.042
"Nr1d1"	-0.0691	0.041
"NR1D1"	-0.595	0.012
"NRBP1"	-0.337	0.021
"NRGN"	-0.0577	0.027
"NRP1"	-0.421	0.003
"NRTN"	-0.235	0.024
"NT5C2"	-0.235	0.028
"NTRK3"	-0.125	0.015
"NUDT12"	-0.392	0.04
"NUDT21"	-0.822	0.02
"NUF2"	-0.749	0.005
"NUP133"	-0.46	0.032
"NUP93"	-0.942	0.011
"NUP98"	-0.519	0.008
"NUS1"	-0.677	0.032
"NXF1"	-0.484	0.039
"OGFOD1"	-0.251	0.015
"OR10J1"	-0.202	0.025
"OR12D3"	-0.186	0.032
"OR2L13"	-0.182	0.047
"OR52L1"	-0.28	0.041
"OXA1L"	-0.553	0.038
"PABPN1"	-1.01	0.045
"PAF1"	-0.457	0.015
"PAPOLA"	-0.655	0.024
"PAQR5"	-0.747	0.039
"PARG"	-0.348	0.002
"PARN"	-0.596	0.021
"PARP1"	-0.243	0.038
"PCDHA1"	-0.406	0.022
"PCDHGC5"	-0.495	0.022
"PCMT1"	-0.408	0.048
"PDHA1"	-0.221	0.038
"PDIK1L"	-0.605	0.013
"PDK4"	-0.349	0.049
"PEX10"	-0.297	0.048
"PHB"	-0.589	0.004
"PHKA1"	-0.286	0.025
"PITPNM2"	-0.486	0.041
"PJA2"	-0.859	0.038
"PKN2"	-0.363	0.021
"PLCB4"	-0.27	0.028
"PLCXD1"	-0.392	0.041
"PLD3"	-0.471	0.049
"PLK1"	-0.724	0.007
"PLRG1"	-0.587	0.022
"POLA1"	-0.613	0.015
"POLE"	-0.218	0.006
"POLR1B"	-0.348	0.049
"POLR1E"	-0.228	0.015
"POLR2A"	-0.664	0.005
"POLR2D"	-0.728	0.001
"POLR2E"	-0.506	0.009
"POLR2I"	-0.813	0.032
"PPAP2B"	-0.494	0.047
"PPL"	-0.463	0.012
"PPP1CA"	-0.248	0.024
"PPP1CB"	-0.339	0.024
"PPP1R14B"	-0.457	0.015
"PPP1R15A"	-0.661	0.021
"PPP1R15B"	-0.544	0.041
"PPP1R3D"	-0.156	0.005
"PPP2R1A"	-0.187	0.012
"PPP4C"	-0.353	0.043
"PQLC1"	-0.283	0.042
"PRDM12"	-0.856	0.017
"PRDM16"	-0.431	0.009
"PRDX4"	-0.502	0.046
"PRKAB2"	-0.333	0.035
"PRKACB"	-0.115	0.015
"PRKAG1"	-0.607	0.039
"PRKCD"	-0.302	0.041
"PROCR"	-0.572	0.012
"PROKR1"	-0.144	0.021
"PRPF19"	-0.604	0.01
"PRPF3"	-0.691	0.03
"PRPF31"	-0.914	0.006
"PRPF38A"	-0.594	0.042
"PRPF8"	-0.733	0.019
"PRRX2"	-0.499	0.02
"PRSS27"	-0.527	0.032
"PSMA1"	-0.937	0.001
"PSMA2"	-0.548	0
"PSMA3"	-0.905	0.001
"PSMA4"	-0.43	0.012
"PSMA7"	-0.5	0.009
"PSMB1"	-0.386	0.007
"PSMB2"	-0.947	0.001
"PSMB3"	-0.428	0.001
"PSMB4"	-0.51	0.015
"PSMB6"	-0.679	0.023
"PSMC2"	-0.936	0.001
"PSMC3"	-0.452	0.012
"PSMC4"	-0.81	0.001
"PSMC5"	-0.41	0.015
"PSMD1"	-0.887	0.001
"PSMD11"	-0.702	0.005
"PSMD12"	-0.711	0.004
"PSMD3"	-0.441	0.015
"PSMD6"	-0.604	0.012
"PSMD7"	-0.577	0.004
"PSMD8"	-1.02	0.001
"PSMG1"	-0.0269	0.025
"PSTPIP2"	-0.238	0.018
"PTGER1"	-0.137	0.015
"PTPN23"	-0.245	0.012
"PTPRM"	-0.313	0.045
"PTPRN2"	-0.167	0.045
"PUF60"	-0.353	0.025
"PVALB"	-0.458	0.024
"R3HDM2"	-0.293	0.009
"RAB36"	-0.0935	0.012
"RAN"	-0.923	0.001
"RANBP2"	-1.07	0.009
"RANGRF"	-0.711	0.034
"RAPH1"	-0.396	0.032
"RASL10A"	-0.331	0.037
"RBM17"	-0.765	0.009
"RBM22"	-0.221	0.012
"RBM9"	-0.141	0.038
"RBMXL1"	-0.575	0.041
"RBPJL"	-0.595	0.042
"RERE"	-0.293	0.014
"REST"	-0.659	0.003
"RET"	-0.52	0.032
"RET"	-0.139	0.032
"RFC5"	-0.316	0.045
"RGL4"	-0.229	0.048
"RGS13"	-0.55	0.024
"RGS18"	-0.697	0.013
"RHD"	-0.411	0.012
"RIN3"	-0.385	0.027
"RIPK3"	-0.921	0.017
"RNF141"	-0.322	0.036
"ROBLD3"	-0.273	0.02
"ROCK1"	-0.359	0.045
"RPA1"	-0.61	0.006
"RPA2"	-0.857	0.001
"RPA3"	-0.292	0.015
"RPL10A"	-0.987	0
"RPL11"	-0.918	0.005
"RPL12"	-0.762	0.01
"RPL13A"	-0.653	0.048
"RPL17"	-0.55	0.005
"RPL18"	-0.888	0.001
"RPL18A"	-0.758	0.011
"RPL23"	-0.773	0.002
"RPL23A"	-0.893	0.001
"RPL24"	-0.72	0.021
"RPL27"	-0.696	0.039
"RPL31"	-0.855	0.001
"RPL32"	-0.967	0.001
"RPL34"	-0.826	0.015
"RPL36"	-1.02	0.001
"RPL37A"	-0.936	0.034
"RPL39"	-0.62	0.011
"RPL5"	-0.898	0.043
"RPL7"	-0.947	0.012
"RPL7A"	-0.699	0.032
"RPL9"	-0.971	0
"RPLP0"	-0.723	0.015
"RPP25"	-0.352	0.009
"RPS11"	-0.842	0.002
"RPS13"	-0.919	0.001
"RPS14"	-0.908	0.011
"RPS15A"	-0.968	0.017
"RPS17"	-0.59	0.01
"RPS18"	-0.664	0.025
"RPS19"	-0.92	0.009
"RPS26"	-0.983	0.001
"RPS27"	-0.455	0.033
"RPS29"	-0.695	0.005
"RPS2P45"	-0.593	0.038
"RPS3A"	-0.778	0.049
"RPS6"	-0.797	0.001
"RPS6KA4"	-0.583	0.022
"RPS7"	-0.914	0.021
"RPSA"	-0.653	0.005
"RPSAP58"	-0.843	0.009
"RSL24D1"	-0.472	0.025
"RTF1"	-0.821	0.012
"RUVBL2"	-0.652	0.04
"S100P"	-0.41	0.038
"SAE1"	-0.263	0.021
"SAMD9"	-0.22	0.035
"SBK1"	-0.101	0.042
"SCN4B"	-0.262	0.026
"SCYL3"	-0.649	0.04
"SEC61A1"	-0.399	0.012
"SEPX1"	-0.135	0.045
"SERPINB11"	-0.415	0.043
"SERPINB3"	-0.468	0.041
"SERPINB8"	-0.351	0.027
"SETD7"	-0.226	0.013
"SF3A1"	-0.931	0.004
"SF3A2"	-0.631	0.01
"SF3B1"	-1.05	0.049
"SF3B2"	-0.858	0.005
"SF3B3"	-0.587	0.041
"SF3B5"	-0.825	0.014
"SFPQ"	-0.949	0.011
"SFRS1"	-0.598	0.006
"SFRS2"	-0.448	0.018
"SFRS2B"	-0.235	0.024
"SFRS3"	-0.482	0.013
"SFXN4"	-0.39	0.015
"SHFM1"	-0.719	0.015
"SIM2"	-0.655	0.033
"SKA2"	-0.581	0.018
"SKAP1"	-0.351	0.025
"SKIV2L2"	-0.779	0.035
"SKP1"	-0.364	0.009
"SLAMF9"	-0.387	0.005
"SLC10A2"	-0.527	0.044
"SLC12A2"	-0.471	0.049
"SLC16A8"	-0.296	0.012
"SLC17A6"	-0.203	0.049
"SLC18A3"	-0.335	0.025
"SLC25A28"	-0.574	0.045
"SLC25A29"	-0.325	0.025
"SLC25A6"	-0.435	0.049
"SLC26A5"	-0.242	0.024
"SLC27A5"	-0.458	0.012
"SLC39A8"	-0.373	0.043
"SLC7A13"	-0.313	0.049
"SMARCA4"	-0.332	0.028
"SMC2"	-0.645	0.016
"SMC4"	-0.204	0.013
"SMN1"	-0.304	0.049
"SMN2"	-0.655	0.024
"SNRNP200"	-0.845	0.006
"SNRNP27"	-0.778	0.018
"SNRNP35"	-0.63	0.038
"SNRNP70"	-0.837	0.014
"SNRPD1"	-0.861	0.011
"SNRPD2"	-0.947	0
"SNRPE"	-0.501	0.014
"SNRPG"	-0.789	0.025
"SNX6"	-0.641	0.01
"SOD3"	-0.207	0.012
"SOX30"	-0.23	0.042
"SPRED1"	-0.457	0.044
"SS18"	-0.629	0.03
"ST8SIA2"	-0.53	0.04
"STAG2"	-0.67	0.005
"STK19"	-0.155	0.015
"SUPT5H"	-0.839	0.009
"SUPT6H"	-0.356	0.022
"TAAR9"	-0.18	0.027
"TACC3"	-0.286	0.012
"TAPBP"	-0.286	0.033
"TARDBP"	-0.354	0.005
"TAS2R13"	-0.353	0.025
"TAS2R14"	-0.383	0.044
"TBC1D16"	-0.465	0.043
"TBC1D3C"	-0.599	0.036
"TBC1D8"	-0.227	0.041
"TBCD"	-0.583	0.006
"TCEB2"	-0.646	0.012
"TEAD4"	-0.434	0.044
"TEKT2"	-0.502	0.045
"TEX15"	-0.388	0.04
"TFF3"	-0.11	0.039
"TFPI2"	-0.531	0.041
"THOC4"	-0.542	0.003
"Thrb"	-0.313	0.009
"TIE1"	-0.667	0.031
"TIGD3"	-0.0851	0.027
"TIGD6"	-0.443	0.018
"TJP2"	-0.402	0.032
"TKTL1"	-0.349	0.041
"TLR4"	-0.54	0.012
"TLR9"	-0.685	0.011
"TLX3"	-0.743	0.009
"TMED3"	-0.283	0.031
"TMEM107"	-0.167	0.048
"TMEM20"	-0.386	0.043
"TMEM5"	-0.471	0.038
"TMEM60"	-0.626	0.001
"TMOD3"	-0.588	0.017
"TMPRSS11F"	-0.294	0.049
"TMPRSS8"	-0.561	0.035
"TNFRSF12A"	-0.231	0.021
"TNFRSF18"	-0.625	0.041
"TNFRSF6B"	-0.141	0.017
"TNNT1"	-0.57	0.041
"TOPBP1"	-0.477	0.013
"TPH1"	-0.28	0.025
"TPH2"	-0.697	0.032
"TPMT"	-0.0652	0.023
"TRIM11"	-0.376	0.024
"TRIM29"	-0.303	0.025
"TRIM39"	-0.51	0.041
"TRIM52"	-0.386	0.012
"TRIP6"	-0.538	0.038
"TRMT6"	-0.491	0.035
"TRNT1"	-0.47	0.026
"TRPC4AP"	-0.447	0.032
"TSG101"	-0.635	0.017
"TTC17"	-0.576	0.038
"TTC26"	-0.567	0.042
"TTR"	-0.377	0.024
"TUBA1B"	-0.916	0.001
"TUBA1C"	-0.908	0.001
"TUBGCP2"	-0.587	0.043
"TWIST1"	-0.383	0.007
"TXK"	-0.588	0.024
"TYK2"	-0.334	0.005
"TYRO3"	-0.352	0.039
"U2AF2"	-0.836	0.017
"UBA2"	-0.504	0.014
"UBAP2L"	-0.506	0.02
"UBB"	-0.635	0.026
"UBE2D1"	-0.193	0.025
"UBE2Q2P1"	-0.691	0.046
"UBE2V2"	-0.352	0.044
"ULK4"	-0.465	0.038
"UNC13B"	-0.523	0.025
"UQCRC1"	-0.3	0.045
"USP39"	-0.651	0.023
"USPL1"	-0.33	0.038
"UTP15"	-0.377	0.012
"VCP"	-1.08	0.003
"Vdr"	-0.375	0.022
"VWCE"	-0.32	0.012
"WBP11"	-0.626	0.03
"WBSCR23"	-0.336	0.03
"WDR11"	-0.467	0.02
"WDR77"	-0.705	0.01
"WDSUB1"	-0.409	0.019
"XYLT1"	-0.221	0.003
"YY1"	-0.535	0.012
"ZAR1"	-0.254	0.034
"ZBTB48"	-0.454	0.027
"ZC3H15"	-0.53	0.038
"ZFP112"	-0.405	0.007
"ZFP36"	-0.284	0.043
"ZFP37"	-0.623	0.011
"ZFR"	-0.409	0.042
"ZKSCAN3"	-0.158	0.036
"ZNF121"	-0.45	0.02
"ZNF155"	-0.659	0.003
"ZNF167"	-0.438	0.014
"ZNF207"	-0.586	0.007
"ZNF223"	-0.675	0.026
"ZNF256"	-0.697	0.007
"ZNF445"	-0.479	0.042
"ZNF471"	-0.697	0.01
"ZNF497"	-0.305	0.04
"ZNF524"	-0.623	0.02
"ZNF574"	-0.527	0.02
"ZNF628"	-0.452	0.01
"ZNF660"	-0.246	0.03
"ZNF672"	-0.407	0.006
"ZNF696"	-0.225	0.037
"ZNF818P"	-0.278	0.038
"ZNRF2"	-0.472	0.014
